"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj
MGST1,2.24280250494908e-153,0.932082206221708,0.84,0.508,2.74317174380322e-149
KRT19,1.39669569858123e-140,1.03328748043248,0.884,0.602,1.7082985089347e-136
EPCAM,1.4836139726411e-136,0.839633358112032,0.756,0.404,1.81460824993733e-132
MPHOSPH6,1.64051819269971e-128,0.823921697267117,0.653,0.316,2.00651780149101e-124
SPINT1-AS1,1.12626432891412e-125,0.769691168518662,0.651,0.306,1.37753390069486e-121
C3orf14,1.62341255190264e-124,0.713177531038446,0.686,0.336,1.98559589223212e-120
CYB5A,2.06086067814592e-124,0.79181169879558,0.861,0.548,2.52063869544028e-120
TMEM45A,3.0523596239816e-120,0.931023007476047,0.513,0.226,3.73334105609189e-116
POLD2,8.05405225608323e-120,0.730469520276855,0.527,0.229,9.8509113144154e-116
PLPP2,1.81505743429685e-119,0.751759661529763,0.658,0.326,2.21999674788848e-115
PYCR1,3.64100802882491e-119,0.955897636722985,0.547,0.253,4.45331692005575e-115
DCXR,4.74795012587376e-119,0.732131600547278,0.782,0.445,5.80721779895619e-115
SPTSSA,3.60942586063994e-117,0.775536786983626,0.749,0.417,4.41468877014871e-113
CCND1,4.68009280651023e-117,0.829045812864407,0.678,0.354,5.72422151164266e-113
PLGRKT,7.37871989899737e-117,0.79331210805464,0.643,0.323,9.02491230846368e-113
LAPTM4B,3.84144455816063e-116,0.881436278845056,0.705,0.38,4.69847083908627e-112
QPRT,5.7020060305127e-116,0.868449119063592,0.546,0.249,6.97412357592008e-112
FAM84B,1.95225472222783e-114,0.801281747403628,0.596,0.284,2.38780275075686e-110
AP1M2,2.54089149820789e-114,0.747054564380887,0.506,0.217,3.10776439145807e-110
MRPL58,4.70517254613862e-113,0.793344022071179,0.519,0.233,5.75489654118214e-109
NQO1,1.00778052221926e-108,0.844146736481707,0.592,0.288,1.23261635672638e-104
ALDH3B2,1.10541281412773e-108,0.825129862717729,0.525,0.239,1.35203041295963e-104
TMED3,6.44356616209231e-108,0.694346326331999,0.707,0.378,7.8811257728551e-104
MRPL12,1.70303295827157e-107,0.846641562545821,0.652,0.344,2.08297961126195e-103
NUDT8,1.67815347824648e-106,0.862416045763655,0.529,0.249,2.05254951924328e-102
MSMO1,1.77328775990965e-106,0.741348890884337,0.563,0.266,2.16890825914549e-102
HEBP2,9.04154058774169e-104,0.707541919467518,0.809,0.493,1.10587082928669e-99
NDUFB9,6.38818084531968e-103,0.808696784843377,0.835,0.531,7.8133839919105e-99
CISD3,6.04083678291008e-102,0.72789955941809,0.81,0.483,7.38854746917732e-98
SCD,1.15141849178415e-99,0.88631986596461,0.585,0.301,1.4082999573012e-95
MRPL45,1.13817100679777e-97,0.89017293317208,0.537,0.266,1.39209695841436e-93
TFAP2A,1.70703660651664e-97,0.735760119923347,0.662,0.352,2.0878764734305e-93
TOMM5,4.24601814155677e-96,0.751875219861128,0.581,0.293,5.19330478893808e-92
AGR2,2.43107096824728e-95,0.814685564320102,0.579,0.297,2.97344290126325e-91
SQLE,8.18926201026702e-93,0.775368937788311,0.602,0.317,1.00162863647576e-88
H1F0,1.2264040133407e-92,0.734943153488624,0.554,0.276,1.50001474871701e-88
P4HB,1.28941969962965e-92,0.760385859532088,0.824,0.54,1.57708923461703e-88
EIF3H,1.08184475443867e-78,0.715830356464245,0.851,0.576,1.32320431915394e-74
TMEM14B,3.32062286167405e-75,0.737663811251867,0.723,0.426,4.06145382211353e-71
TMEM14C,2.35070675577798e-68,0.752080452200612,0.688,0.411,2.87514943299205e-64
